Order Number,Package,Name,Execution_Type,Priority,Status,Type,Created By,Created At,Last Updated At,Objective,Description,Notes,Pre Condition,Post Condition,Step Number,Step Description,Step Expected Result,Test_Script_Entry,Test_Script_Expected_Result
"","","","","","","","","","","","","","","",2,"Click on ""Accessories"" on the left","-","",""
"","","","","","","","","","","","","","","",3,"Click on the ""Files"" icon","A file manager window opens","",""
"","","","","","","","","","","","","","","",4,"In the file manager, right-click on the .odt, the .doc file, the .docx file, the .rtf file and the .txt file","""Open with LibreOffice Writer"" is visible in the drop-down menu for each file","",""
815,"IvyBridge|Q2_13|D0-office_productivity|10-libreoffice|10-common|10-desktop_integration","06-file-associations-calc","Manual","P1","Designed","Functional positive","elebideau","2013-03-11","2013-03-12","LibreOffice Calc actions available when clicking on  documents","check if there is some LibreOffice Calc actions available when clicking on  documents","","","",1,"Click on ""Applications"" in the top bar","-","",0
"","","","","","","","","","","","","","","",2,"Click on ""Accessories"" on the left","-","",""
"","","","","","","","","","","","","","","",3,"Click on the ""Files"" icon","A file manager window opens","",""
"","","","","","","","","","","","","","","",4,"In the file manager, right-click on the .ods, the .xls file, the .xlsx file, the .csv file","""Open with LibreOffice Calc"" is visible in the drop-down menu for each file","",""
816,"IvyBridge|Q2_13|D0-office_productivity|10-libreoffice|10-common|10-desktop_integration","07-file-associations-impress","Manual","P1","Designed","Functional positive","elebideau","2013-03-11","2013-03-12","LibreOffice Impress actions available when clicking on  documents","check if there is some LibreOffice Impress actions available when clicking on  documents","","","",1,"Click on ""Applications"" in the top bar","-","",0
"","","","","","","","","","","","","","","",2,"Click on ""Accessories"" on the left","-","",""
"","","","","","","","","","","","","","","",3,"Click on the ""Files"" icon","A file manager window opens","",""
"","","","","","","","","","","","","","","",4,"In the file manager, right-click on the .odp, the .ppt file, the .pptx file","""Open with LibreOffice Impress"" is visible in the drop-down menu for each file","",""
817,"IvyBridge|Q2_13|D0-office_productivity|10-libreoffice|10-common|10-desktop_integration","08-hyperlink-writer","Manual","P1","Designed","Functional positive","elebideau","2013-03-07","2013-03-12","Hyperlink in LibreOffice Writer","create an hyperlink and check if the web browser starts when clicking on link in Writer","","","",1,"Click on ""Applications"" in the top bar","-","",0
"","","","","","","","","","","","","","","",2,"Click on ""Office"" on the left","-","",""
"","","","","","","","","","","","","","","",3,"Click on ""Writer""","Writer starts","",""
"","","","","","","","","","","","","","","",4,"In the Writer window opened, click on ""Insert"" in the top menu","A drop-down menu opens","",""
"","","","","","","","","","","","","","","",5,"Click on ""hyperlink"" in the drop-down menu","A new windows opens","",""
"","","","","","","","","","","","","","","",6,"In the new window, type ""http://www.google.fr"" in the ""target"" field","-","",""
"","","","","","","","","","","","","","","",7,"Click on ""Apply""","-","",""
"","","","","","","","","","","","","","","",8,"Click on ""Close""","A link is visible on the Writer page","",""
"","","","","","","","","","","","","","","",9,"On the Writer page, press ""Ctrl"" and click on the hyperlink newly created","The web browser starts correctly","",""
818,"IvyBridge|Q2_13|D0-office_productivity|10-libreoffice|10-common|10-desktop_integration","09-hyperlink-calc","Manual","P1","Designed","Functional positive","elebideau","2013-03-11","2013-03-12","Hyperlink in LibreOffice Calc","create an hyperlink and check if the web browser starts when clicking on link in Calc","","","",1,"Click on ""Applications"" in the top bar","-","",0
"","","","","","","","","","","","","","","",2,"Click on ""Office"" on the left","-","",""
"","","","","","","","","","","","","","","",3,"Click on ""Calc""","Calc starts","",""
"","","","","","","","","","","","","","","",4,"In the Calc window opened, click on ""Insert"" in the top menu","A drop-down menu opens","",""
"","","","","","","","","","","","","","","",5,"Click on ""hyperlink"" in the drop-down menu","A new windows opens","",""
"","","","","","","","","","","","","","","",6,"In the new window, type ""http://www.google.fr"" in the ""target"" field","-","",""
"","","","","","","","","","","","","","","",7,"Click on ""Apply""","-","",""
"","","","","","","","","","","","","","","",8,"Click on ""Close""","A link is visible on the Calc page","",""
"","","","","","","","","","","","","","","",9,"On the Calc page, click on the hyperlink newly created","The web browser starts correctly","",""
819,"IvyBridge|Q2_13|D0-office_productivity|10-libreoffice|10-common|10-desktop_integration","0A-hyperlink-impress","Manual","P1","Designed","Functional positive","elebideau","2013-03-11","2013-03-12","Hyperlink in LibreOffice Impress","create an hyperlink and check if the web browser starts when clicking on link in Impress","","","",1,"Click on ""Applications"" in the top bar","-","",0
"","","","","","","","","","","","","","","",2,"Click on ""Office"" on the left","-","",""
"","","","","","","","","","","","","","","",3,"Click on ""Impress""","Impress starts","",""
"","","","","","","","","","","","","","","",4,"In the Impress window opened, click on ""Insert"" in the top menu","A drop-down menu opens","",""
"","","","","","","","","","","","","","","",5,"Click on ""hyperlink"" in the drop-down menu","A new windows opens","",""
"","","","","","","","","","","","","","","",6,"In the new window, type ""http://www.google.fr"" in the ""target"" field","-","",""
"","","","","","","","","","","","","","","",7,"Click on ""Apply""","-","",""
"","","","","","","","","","","","","","","",8,"Click on ""Close""","A link is visible on the Impress page","",""
"","","","","","","","","","","","","","","",9,"On the Impress page, click on the hyperlink newly created","The web browser starts correctly","",""
820,"IvyBridge|Q2_13|D0-office_productivity|10-libreoffice|10-common|10-desktop_integration","0B-themes-startcenter","Manual","P3","Designed","Functional positive","elebideau","2013-03-07","2013-03-12","Tizen Theme in LibreOffice StartCenter","check if Tizen Theme is correctly applied to LibreOffice StartCenter","","","",1,"Click on ""Applications"" in the top bar","-","",0
"","","","","","","","","","","","","","","",2,"Click on ""Office"" on the left","-","",""
"","","","","","","","","","","","","","","",3,"Click on the ""LibreOffice"" icon","LibreOffice StartCenter starts and Tizen Theme is applied to it","",""
821,"IvyBridge|Q2_13|D0-office_productivity|10-libreoffice|10-common|10-desktop_integration","0C-themes-writer","Manual","P3","Designed","Functional positive","elebideau","2013-03-11","2013-03-12","Tizen Theme in LibreOffice Writer","check if Tizen Theme is correctly applied to LibreOffice Writer","","","",1,"Click on ""Applications"" in the top bar","-","",0
"","","","","","","","","","","","","","","",2,"Click on ""Office"" on the left","-","",""
"","","","","","","","","","","","","","","",3,"Click on the ""Writer"" icon","Writer starts and Tizen Theme is applied to it","",""
822,"IvyBridge|Q2_13|D0-office_productivity|10-libreoffice|10-common|10-desktop_integration","0D-themes-calc","Manual","P3","Designed","Functional positive","elebideau","2013-03-11","2013-03-12","Tizen Theme in LibreOffice Calc","check if Tizen Theme is correctly applied to LibreOffice Calc","","","",1,"Click on ""Applications"" in the top bar","-","",0
"","","","","","","","","","","","","","","",2,"Click on ""Office"" on the left","-","",""
"","","","","","","","","","","","","","","",3,"Click on the ""Calc"" icon","Calc starts and Tizen Theme is applied to it","",""
823,"IvyBridge|Q2_13|D0-office_productivity|10-libreoffice|10-common|10-desktop_integration","0E-themes-impress","Manual","P3","Designed","Functional positive","elebideau","2013-03-11","2013-03-12","Tizen Theme in LibreOffice Impress","check if Tizen Theme is correctly applied to LibreOffice Impress","","","",1,"Click on ""Applications"" in the top bar","-","",0
"","","","","","","","","","","","","","","",2,"Click on ""Office"" on the left","-","",""
"","","","","","","","","","","","","","","",3,"Click on the ""Impress"" icon","Impress starts and Tizen Theme is applied to it","",""
824,"IvyBridge|Q2_13|D0-office_productivity|10-libreoffice|10-common|10-desktop_integration","0F-email-writer","Manual","P3","Designed","Functional positive","elebideau","2013-03-07","2013-03-12","mail a document from LibreOffice Writer","use the ""mail a document"" option in LibreOffice Writer and check if the mail application starts correctly","","","",1,"Click on ""Applications"" in the top bar","-","",0
"","","","","","","","","","","","","","","",2,"Click on ""Office"" on the left","-","",""
"","","","","","","","","","","","","","","",3,"Click on the ""Writer"" icon","Writer starts","",""
"","","","","","","","","","","","","","","",4,"Click on ""File"" in the top-left bar","A drop-down menu opens","",""
"","","","","","","","","","","","","","","",5,"Select ""Send"" in the drop-down menu","A drop-right menu opens","",""
"","","","","","","","","","","","","","","",6,"Click on ""Document as E-mail"" in the drop-right menu","A new-mail-window of your mail application opens","",""
825,"IvyBridge|Q2_13|D0-office_productivity|10-libreoffice|10-common|10-desktop_integration","0G-email-calc","Manual","P3","Designed","Functional positive","elebideau","2013-03-11","2013-03-12","mail a document from LibreOffice Calc","use the ""mail a document"" option in LibreOffice Calc and check if the mail application starts correctly","","","",1,"Click on ""Applications"" in the top bar","-","",0
"","","","","","","","","","","","","","","",2,"Click on ""Office"" on the left","-","",""
"","","","","","","","","","","","","","","",3,"Click on the ""Calc"" icon","Calc starts","",""
"","","","","","","","","","","","","","","",4,"Click on ""File"" in the top-left bar","A drop-down menu opens","",""
"","","","","","","","","","","","","","","",5,"Select ""Send"" in the drop-down menu","A drop-right menu opens","",""
"","","","","","","","","","","","","","","",6,"Click on ""Document as E-mail"" in the drop-right menu","A new-mail-window of your mail application opens","",""
826,"IvyBridge|Q2_13|D0-office_productivity|10-libreoffice|10-common|10-desktop_integration","0H-email-impress","Manual","P3","Designed","Functional positive","elebideau","2013-03-11","2013-03-12","mail a document from LibreOffice Impress","use the ""mail a document"" option in LibreOffice Impress and check if the mail application starts correctly","","","",1,"Click on ""Applications"" in the top bar","-","",0
"","","","","","","","","","","","","","","",2,"Click on ""Office"" on the left","-","",""
"","","","","","","","","","","","","","","",3,"Click on the ""Impress"" icon","Impress starts","",""
"","","","","","","","","","","","","","","",4,"Click on ""File"" in the top-left bar","A drop-down menu opens","",""
"","","","","","","","","","","","","","","",5,"Select ""Send"" in the drop-down menu","A drop-right menu opens","",""
"","","","","","","","","","","","","","","",6,"Click on ""Document as E-mail"" in the drop-right menu","A new-mail-window of your mail application opens","",""
827,"IvyBridge|Q2_13|D0-office_productivity|10-libreoffice|10-common|20-ui","01-libreoffice-startcenter-writer","Manual","P1","Designed","Functional positive","elebideau","2013-03-07","2013-03-12","verify the good behaviour of LibreOffice StartCenter with Writer","Check if Writer is available by LibreOffice StartCenter","","","",1,"Click on ""Applications"" in the top bar","-","",0
"","","","","","","","","","","","","","","",2,"Click on ""Office"" on the left","-","",""
"","","","","","","","","","","","","","","",3,"Click on the ""LibreOffice"" icon","LibreOffice StartCenter starts","",""
"","","","","","","","","","","","","","","",4,"In LibreOffice StartCenter, click on ""Text Document""","Writer starts correctly","",""
828,"IvyBridge|Q2_13|D0-office_productivity|10-libreoffice|10-common|20-ui","02-libreoffice-startcenter-calc","Manual","P1","Designed","Functional positive","elebideau","2013-03-11","2013-03-12","verify the good behaviour of LibreOffice StartCenter with Calc","Check if Calc is available by LibreOffice StartCenter","","","",1,"Click on ""Applications"" in the top bar","-","",0
"","","","","","","","","","","","","","","",2,"Click on ""Office"" on the left","-","",""
"","","","","","","","","","","","","","","",3,"Click on the ""LibreOffice"" icon","LibreOffice StartCenter starts","",""
"","","","","","","","","","","","","","","",4,"In LibreOffice StartCenter, click on ""Spreadsheet""","Calc starts correctly","",""
829,"IvyBridge|Q2_13|D0-office_productivity|10-libreoffice|10-common|20-ui","03-libreoffice-startcenter-impress","Manual","P1","Designed","Functional positive","elebideau","2013-03-11","2013-03-12","verify the good behaviour of LibreOffice StartCenter with Impress","Check if Impress is available by LibreOffice StartCenter","","","",1,"Click on ""Applications"" in the top bar","-","",0
"","","","","","","","","","","","","","","",2,"Click on ""Office"" on the left","-","",""
"","","","","","","","","","","","","","","",3,"Click on the ""LibreOffice"" icon","LibreOffice StartCenter starts","",""
"","","","","","","","","","","","","","","",4,"In LibreOffice StartCenter, click on ""Presentation""","Impress starts correctly","",""
830,"IvyBridge|Q2_13|D0-office_productivity|10-libreoffice|10-common|20-ui","04-libreoffice-startcenter-open","Manual","P1","Designed","Functional positive","elebideau","2013-03-11","2013-03-12","verify the good behaviour of LibreOffice StartCenter for opening documents","Check if the ""Open"" function is available by LibreOffice StartCenter","","","",1,"Click on ""Applications"" in the top bar","-","",0
"","","","","","","","","","","","","","","",2,"Click on ""Office"" on the left","-","",""
"","","","","","","","","","","","","","","",3,"Click on the ""LibreOffice"" icon","LibreOffice StartCenter starts","",""
"","","","","","","","","","","","","","","",4,"In LibreOffice StartCenter, click on ""Open""","The file manager starts correctly","",""
831,"IvyBridge|Q2_13|D0-office_productivity|10-libreoffice|10-common|20-ui","05-message-boxes","Manual","P3","Designed","Functional positive","elebideau","2013-03-07","2013-03-14","select and copy text from message boxes","Check if the new ""copy text boxes"" features provided by LibreOffice 4 works correctly","","","",1,"Click on ""File"" in the top-left bar","A drop-down menu opens","",0
"","","","","","","","","","","","","","","",2,"Click on ""Exit LibreOffice""","A ""confirm"" window opens","",""
"","","","","","","","","","","","","","","",3,"In the ""confirm"" window, select the text and make a right-click-Copy of it","-","",""
"","","","","","","","","","","","","","","",4,"Click on ""Cancel""","-","",""
"","","","","","","","","","","","","","","",5,"In the main field of your document, make a right-click-Paste","The selected text is properly pasted in your document","",""
832,"IvyBridge|Q2_13|D0-office_productivity|10-libreoffice|10-common|30-print","01-print-writer","Manual","P1","Designed","Functional positive","elebideau","2013-03-07","2013-03-12","print a document from Writer application","Check if the printing features are available in Writer","","","",1,"Click on ""Applications"" in the top bar","-","",0
"","","","","","","","","","","","","","","",2,"Click on ""Office"" on the left","-","",""
"","","","","","","","","","","","","","","",3,"Click on the ""Writer"" icon.","Writer starts","",""
"","","","","","","","","","","","","","","",4,"In the Writer window, click on ""File""","A drop-down menu opens","",""
"","","","","","","","","","","","","","","",5,"Click on ""Print""","A printing window opens","",""
"","","","","","","","","","","","","","","",6,"In the printing window appeared, click on ""Print""","The printing manager starts","",""
833,"IvyBridge|Q2_13|D0-office_productivity|10-libreoffice|10-common|30-print","02-print-calc","Manual","P1","Designed","Functional positive","elebideau","2013-03-08","2013-03-12","print a document from Calc application","Check if the printing features are available in Calc","","","",1,"Click on ""Applications"" in the top bar","-","",0
"","","","","","","","","","","","","","","",2,"Click on ""Office"" on the left","-","",""
"","","","","","","","","","","","","","","",3,"Click on the ""Calc"" icon.","Calc starts","",""
"","","","","","","","","","","","","","","",4,"In the calc window, click on ""File""","A drop-down menu opens","",""
"","","","","","","","","","","","","","","",5,"Click on ""Print""","A printing window opens","",""
"","","","","","","","","","","","","","","",6,"In the printing window appeared, click on ""Print""","The printing manager starts","",""
834,"IvyBridge|Q2_13|D0-office_productivity|10-libreoffice|10-common|30-print","03-print-impress","Manual","P1","Designed","Functional positive","elebideau","2013-03-08","2013-03-12","print a document from Impress application","Check if the printing features are available in Impress","","","",1,"Click on ""Applications"" in the top bar","-","",0
"","","","","","","","","","","","","","","",2,"Click on ""Office"" on the left","-","",""
"","","","","","","","","","","","","","","",3,"Click on the ""Impress"" icon.","Impress starts","",""
"","","","","","","","","","","","","","","",4,"In the calc window, click on ""File""","A drop-down menu opens","",""
"","","","","","","","","","","","","","","",5,"Click on ""Print""","A printing window opens","",""
"","","","","","","","","","","","","","","",6,"In the printing window appeared, click on ""Print""","The printing manager starts","",""
835,"IvyBridge|Q2_13|D0-office_productivity|10-libreoffice|10-common|40-v4","01-publisher","Manual","P2","Designed","Functional positive","elebideau","2013-03-07","2013-03-12","open Microsoft Publisher files with LibreOffice applications","Check if Microsoft Publisher files can be correctly opened with LibreOffice applications TODO","","","",1,"-","-","",0
836,"IvyBridge|Q2_13|D0-office_productivity|10-libreoffice|10-common|40-v4","02-visio","Manual","P3","Designed","Functional positive","elebideau","2013-03-07","2013-03-12","open VISIO files with LibreOffice applications","Check if VISIO files can be correctly opened with LibreOffice applications TODO","","","",1,"-","-","",0
837,"IvyBridge|Q2_13|D0-office_productivity|10-libreoffice|10-common|40-v4","03-font-open-sans","Manual","P3","Designed","Functional positive","elebideau","2013-03-07","2013-03-12","test new ""Ascender"" open-source font families","Check if the new ""Open Sans"" font provided by libreOffice 4 is correctly integrated","","","",1,"Click on ""Applications"" in the top bar","-","",0
"","","","","","","","","","","","","","","",2,"Click on ""Office"" on the left","-","",""
"","","","","","","","","","","","","","","",3,"Click on the ""Writer"" icon","Writer starts","",""
"","","","","","","","","","","","","","","",4,"In the Writer blank page, type some letters","-","",""
"","","","","","","","","","","","","","","",5,"Select what has been typped","-","",""
"","","","","","","","","","","","","","","",6,"Click on the Font scroll bar","A drop-down menu opens","",""
"","","","","","","","","","","","","","","",7,"Select the ""Open Sans"" font in the drop-down menu","The selected font has been correctly applied to the text","",""
838,"IvyBridge|Q2_13|D0-office_productivity|10-libreoffice|10-common|40-v4","04-font-pt-serif","Manual","P3","Designed","Functional positive","elebideau","2013-03-11","2013-03-12","test new ""ParaType"" open-source font families","Check if the new ""ParaType"" font provided by libreOffice 4 is correctly integrated","","","",1,"Click on ""Applications"" in the top bar","-","",0
"","","","","","","","","","","","","","","",2,"Click on ""Office"" on the left","-","",""
"","","","","","","","","","","","","","","",3,"Click on the ""Writer"" icon","Writer starts","",""
"","","","","","","","","","","","","","","",4,"In the Writer blank page, type some letters","-","",""
"","","","","","","","","","","","","","","",5,"Select what has been typped","-","",""
"","","","","","","","","","","","","","","",6,"Click on the Font scroll bar","A drop-down menu opens","",""
"","","","","","","","","","","","","","","",7,"Select the ""PT Serif"" font in the drop-down menu","The selected font has been correctly applied to the text","",""
839,"IvyBridge|Q2_13|D0-office_productivity|10-libreoffice|10-common|40-v4","05-font-source-code","Manual","P3","Designed","Functional positive","elebideau","2013-03-11","2013-03-12","test new ""Adobe Source Code Pro"" open-source font","Check if the new ""Source Code Pro"" font provided by libreOffice 4 is correctly integrated","","","",1,"Click on ""Applications"" in the top bar","-","",0
"","","","","","","","","","","","","","","",2,"Click on ""Office"" on the left","-","",""
"","","","","","","","","","","","","","","",3,"Click on the ""Writer"" icon","Writer starts","",""
"","","","","","","","","","","","","","","",4,"In the Writer blank page, type some letters","-","",""
"","","","","","","","","","","","","","","",5,"Select what has been typped","-","",""
"","","","","","","","","","","","","","","",6,"Click on the Font scroll bar","A drop-down menu opens","",""
"","","","","","","","","","","","","","","",7,"Select the ""Source Code Pro"" font in the drop-down menu","The selected font has been correctly applied to the text","",""
840,"IvyBridge|Q2_13|D0-office_productivity|10-libreoffice|10-common|40-v4","06-font-source-sans","Manual","P3","Designed","Functional positive","elebideau","2013-03-11","2013-03-12","test new ""Adobe Source Sans Pro"" open-source font","Check if the new ""Source Sans Pro"" font provided by libreOffice 4 is correctly integrated","","","",1,"Click on ""Applications"" in the top bar","-","",0
"","","","","","","","","","","","","","","",2,"Click on ""Office"" on the left","-","",""
"","","","","","","","","","","","","","","",3,"Click on the ""Writer"" icon","Writer starts","",""
"","","","","","","","","","","","","","","",4,"In the Writer blank page, type some letters","-","",""
"","","","","","","","","","","","","","","",5,"Select what has been typped","-","",""
"","","","","","","","","","","","","","","",6,"Click on the Font scroll bar","A drop-down menu opens","",""
"","","","","","","","","","","","","","","",7,"Select the ""Source Sans Pro"" font in the drop-down menu","The selected font has been correctly applied to the text","",""
841,"IvyBridge|Q2_13|D0-office_productivity|10-libreoffice|10-common|40-v4","07-template-manager","Manual","P3","Designed","Functional positive","elebideau","2013-03-07","2013-03-14","Test the new template manager","Check if the new template manager provided by LibreOffice 4 works correctly","","","",1,"Click on the ""Templates..."" button","A ""Template Manager window opens","",0
"","","","","","","","","","","","","","","",2,"Clicl on the ""Documents"" tab","A new tab appears","",""
"","","","","","","","","","","","","","","",3,"Select one of the Templates proposed","Writer starts and the document template is successfully loaded","",""
"","","","","","","","","","","","","","","",4,"Close Writer","-","",""
"","","","","","","","","","","","","","","",5,"Open LibreOffice StartCenter","-","",""
"","","","","","","","","","","","","","","",6,"Click on the ""Templates..."" button","A ""Template Manager window opens","",""
"","","","","","","","","","","","","","","",7,"Click on the ""Spreadsheets"" tab","A new tab appears","",""
"","","","","","","","","","","","","","","",8,"Select one of the Templates proposed","Calc starts and the spreadsheet template is successfully loaded","",""
"","","","","","","","","","","","","","","",9,"Close Calc","-","",""
"","","","","","","","","","","","","","","",10,"Open LibreOffice StartCenter","-","",""
"","","","","","","","","","","","","","","",11,"Click on the ""Templates..."" button","A ""Template Manager window opens","",""
"","","","","","","","","","","","","","","",12,"Click on the ""Presentations"" tab","A new tab appears","",""
"","","","","","","","","","","","","","","",13,"Select one of the Templates proposed","Impress starts and the presentation template is successfully loaded","",""
842,"IvyBridge|Q2_13|D0-office_productivity|10-libreoffice|10-common|40-v4","08-gstreamer","Manual","P1","Designed","Functional positive","elebideau","2013-03-07","2013-03-12","Test GStreamer 1.0 support","Check if the new LibreOffice 4 version supports correctly Gstreamer 1.0 TODO","","","",1,"-","-","",0
843,"IvyBridge|Q2_13|D0-office_productivity|10-libreoffice|10-common|50-other","01-svg-writer","Manual","P3","Designed","Functional positive","elebideau","2013-03-07","2013-03-12","insert an svg picture in LibreOffice Writer","Check if Writer allows to correctly insert an SVG picture","","","",1,"Click on ""Applications"" in the top bar","-","",0
"","","","","","","","","","","","","","","",2,"Click on ""Office"" on the left","-","",""
"","","","","","","","","","","","","","","",3,"Click on the ""Writer"" icon","Writer starts","",""
"","","","","","","","","","","","","","","",4,"In the Writer window, click on ""Insert""","A drop-down menu opens","",""
"","","","","","","","","","","","","","","",5,"Select ""Picture"" in the drop-down menu","A drop-right menu opens","",""
"","","","","","","","","","","","","","","",6,"Click on ""From file"" in the drop-right menu","A file manager opens","",""
"","","","","","","","","","","","","","","",7,"In the file manager, select the SVG picture in your home directory","-","",""
"","","","","","","","","","","","","","","",8,"Click on ""Open""","The picture is correctly inserted on your Writer page","",""
844,"IvyBridge|Q2_13|D0-office_productivity|10-libreoffice|10-common|50-other","02-svg-calc","Manual","P3","Designed","Functional positive","elebideau","2013-03-11","2013-03-12","insert an svg picture in LibreOffice Calc","Check if Calc allows to correctly insert an SVG picture","","","",1,"Click on ""Applications"" in the top bar","-","",0
"","","","","","","","","","","","","","","",2,"Click on ""Office"" on the left","-","",""
"","","","","","","","","","","","","","","",3,"Click on the ""Calc"" icon","Calc starts","",""
"","","","","","","","","","","","","","","",4,"In the Calc window, click on ""Insert""","A drop-down menu opens","",""
"","","","","","","","","","","","","","","",5,"Select ""Picture"" in the drop-down menu","A drop-right menu opens","",""
"","","","","","","","","","","","","","","",6,"Click on ""From file"" in the drop-right menu","A file manager opens","",""
"","","","","","","","","","","","","","","",7,"In the file manager, select the SVG picture in your home directory","-","",""
"","","","","","","","","","","","","","","",8,"Click on ""Open""","The picture is correctly inserted on your Calc page","",""
845,"IvyBridge|Q2_13|D0-office_productivity|10-libreoffice|10-common|50-other","03-svg-impress","Manual","P3","Designed","Functional positive","elebideau","2013-03-11","2013-03-12","insert an svg picture in LibreOffice Impress","Check if Impress allows to correctly insert an SVG picture","","","",1,"Click on ""Applications"" in the top bar","-","",0
"","","","","","","","","","","","","","","",2,"Click on ""Office"" on the left","-","",""
"","","","","","","","","","","","","","","",3,"Click on the ""Impress"" icon","Impress starts","",""
"","","","","","","","","","","","","","","",4,"In the Impress window, click on ""Insert""","A drop-down menu opens","",""
"","","","","","","","","","","","","","","",5,"Select ""Picture"" in the drop-down menu","A drop-right menu opens","",""
"","","","","","","","","","","","","","","",6,"Click on ""From file"" in the drop-right menu","A file manager opens","",""
"","","","","","","","","","","","","","","",7,"In the file manager, select the SVG picture in your home directory","-","",""
"","","","","","","","","","","","","","","",8,"Click on ""Open""","The picture is correctly inserted on your Impress page","",""
846,"IvyBridge|Q2_13|D0-office_productivity|10-libreoffice|10-common|50-other","04-google-drive-upload","Manual","P1","Designed","Functional positive","elebideau","2013-03-07","2013-03-14","Export LibreOffice documents to Google Drive","Check if LibreOffice documents can be uploaded in Google Drive","","","",1,"Click on ""File"" in the top-left bar","A drop-down menu opens","",0
"","","","","","","","","","","","","","","",2,"In the drop-down menu, click on ""Google Docs & Zoho""","A drop-right menu opens","",""
"","","","","","","","","","","","","","","",3,"In the drop-right menu, click on ""Export to Google Docs""","A ""Export to Google Docs"" window opens","",""
"","","","","","","","","","","","","","","",4,"Fill the ""User Name"" and the ""Password"" fields anc check the ""Remember Password"" case","-","",""
"","","","","","","","","","","","","","","",5,"click on ""OK""","The document is successfully uploaded in Google Drive","",""
847,"IvyBridge|Q2_13|D0-office_productivity|10-libreoffice|10-common|50-other","05-google-drive-download","Manual","P1","Designed","Functional positive","elebideau","2013-03-14","2013-03-14","Import LibreOffice documents from Google Drive","Check if LibreOffice documents can be downloaded from Google Drive","","","",1,"Click on ""File"" in the top-left bar","A drop-down menu opens","",0
"","","","","","","","","","","","","","","",2,"In the drop-down menu, click on ""Google Docs & Zoho""","A drop-right menu opens","",""
"","","","","","","","","","","","","","","",3,"In the drop-right menu, click on ""Import from Google Docs""","A ""Import from Google Docs"" window opens","",""
"","","","","","","","","","","","","","","",4,"Fill the ""User Name"" and the ""Password"" fields anc check the ""Remember Password"" case","-","",""
"","","","","","","","","","","","","","","",5,"Click on the ""Get list"" button","A document list appears down to the button","",""
"","","","","","","","","","","","","","","",6,"Select the Writer document to be imported","-","",""
"","","","","","","","","","","","","","","",7,"Click on ""Download""","The document is successfully imported on the computer","",""
848,"IvyBridge|Q2_13|D0-office_productivity|10-libreoffice|10-common|50-other","06-pdf-export-writer","Manual","P1","Designed","Functional positive","elebideau","2013-03-07","2013-03-14","export LibreOffice Writer documents to PDF","Check if Writer documents are correctly exported into PDF format","","","",1,"Click on ""File"" in the top-left bar","A drop-down menu opens","",0
"","","","","","","","","","","","","","","",2,"Click on ""Export as PDF""","A ""PDF Options"" window opens","",""
"","","","","","","","","","","","","","","",3,"Click on ""Export""","A file manager opens","",""
"","","","","","","","","","","","","","","",4,"Select a directory","-","",""
"","","","","","","","","","","","","","","",5,"Click on ""Save""","The document has been correctly exported into a PDF format in the selected directory","",""
849,"IvyBridge|Q2_13|D0-office_productivity|10-libreoffice|10-common|50-other","07-pdf-export-calc","Manual","P1","Designed","Functional positive","elebideau","2013-03-12","2013-03-12","export LibreOffice Calc documents to PDF","Check if Calc documents are correctly exported into PDF format","","","",1,"Click on ""File"" in the top-left bar","A drop-down menu opens","",0
"","","","","","","","","","","","","","","",2,"Click on ""Export as PDF""","A ""PDF Options"" window opens","",""
"","","","","","","","","","","","","","","",3,"Click on ""Export""","A file manager opens","",""
"","","","","","","","","","","","","","","",4,"Select a directory","-","",""
"","","","","","","","","","","","","","","",5,"Click on ""Save""","The document has been correctly exported into a PDF format in the selected directory","",""
850,"IvyBridge|Q2_13|D0-office_productivity|10-libreoffice|10-common|50-other","08-pdf-export-impress","Manual","P1","Designed","Functional positive","elebideau","2013-03-12","2013-03-12","export LibreOffice Impress documents to PDF","Check if Impress documents are correctly exported into PDF format","","","",1,"Click on ""File"" in the top-left bar","A drop-down menu opens","",0
"","","","","","","","","","","","","","","",2,"Click on ""Export as PDF""","A ""PDF Options"" window opens","",""
"","","","","","","","","","","","","","","",3,"Click on ""Export""","A file manager opens","",""
"","","","","","","","","","","","","","","",4,"Select a directory","-","",""
"","","","","","","","","","","","","","","",5,"Click on ""Save""","The document has been correctly exported into a PDF format in the selected directory","",""
851,"IvyBridge|Q2_13|D0-office_productivity|10-libreoffice|10-common|50-other","09-pdf-import","Manual","P1","Designed","Functional positive","elebideau","2013-03-08","2013-03-12","import PDF to LibreOffice documents","Check if PDF can be opened and modified by LibreOffice applications TODO","","","",1,"-","-","",0
852,"IvyBridge|Q2_13|D0-office_productivity|10-libreoffice|20-writer","01-fullscreen","Manual","P2","Designed","Functional positive","elebideau","2013-03-07","2013-03-12","activate fullscreen mode in Writer","Check if it is possible to activate the full screen mode in the Writer application","","","",1,"Click on ""Applications"" in the top bar","-","",0
"","","","","","","","","","","","","","","",2,"Click on ""Office"" on the left","-","",""
"","","","","","","","","","","","","","","",3,"Click on the ""Writer"" icon","Writer starts","",""
"","","","","","","","","","","","","","","",4,"Click on the top left ""View"" button","A drop-down menu opens","",""
"","","","","","","","","","","","","","","",5,"In the drop-down menu, click on ""Full screen""","The full screen mode is activated","",""
